LSOA Code,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,Total_crime
E01000842,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.2,10
E01000843,0.2727272727272727,0.045454545454545456,0.0,0.0,0.045454545454545456,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.18181818181818182,22
E01000844,0.125,0.25,0.0625,0.0625,0.0,0.0,0.0625,0.1875,0.1875,0.0625,16
E01000845,0.3235294117647059,0.058823529411764705,0.0,0.029411764705882353,0.0,0.058823529411764705,0.0,0.23529411764705882,0.11764705882352941,0.17647058823529413,34
E01000846,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.45454545454545453,11
E01000847,0.04,0.04,0.0,0.08,0.0,0.16,0.04,0.16,0.24,0.24,25
E01000848,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5454545454545454,0.18181818181818182,11
E01000849,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,7
E01000850,0.007246376811594203,0.03260869565217391,0.010869565217391304,0.0036231884057971015,0.0,0.03260869565217391,0.057971014492753624,0.75,0.03985507246376811,0.06521739130434782,276
E01000851,0.03614457831325301,0.08433734939759036,0.04819277108433735,0.0,0.012048192771084338,0.04819277108433735,0.03614457831325301,0.6746987951807228,0.012048192771084338,0.04819277108433735,83
E01000852,0.014285714285714285,0.02857142857142857,0.02857142857142857,0.04285714285714286,0.0,0.05714285714285714,0.1,0.6142857142857143,0.04285714285714286,0.07142857142857142,70
E01000853,0.014084507042253521,0.11267605633802817,0.0,0.0,0.0,0.014084507042253521,0.028169014084507043,0.5774647887323944,0.014084507042253521,0.23943661971830985,71
E01000854,0.013986013986013986,0.02097902097902098,0.013986013986013986,0.006993006993006993,0.0034965034965034965,0.04195804195804196,0.04195804195804196,0.7377622377622378,0.03146853146853147,0.08741258741258741,286
E01000855,0.012165450121654502,0.046228710462287104,0.029197080291970802,0.0024330900243309003,0.0,0.012165450121654502,0.051094890510948905,0.7761557177615572,0.0267639902676399,0.043795620437956206,411
E01000856,0.017241379310344827,0.034482758620689655,0.25862068965517243,0.0,0.017241379310344827,0.034482758620689655,0.05172413793103448,0.2413793103448276,0.06896551724137931,0.27586206896551724,58
E01000857,0.05,0.2,0.05,0.0,0.0,0.05,0.15,0.1,0.2,0.2,20
E01000858,0.03571428571428571,0.023809523809523808,0.14285714285714285,0.011904761904761904,0.011904761904761904,0.03571428571428571,0.03571428571428571,0.42857142857142855,0.07142857142857142,0.20238095238095238,84
E01000859,0.08,0.16,0.0,0.0,0.0,0.04,0.08,0.28,0.24,0.12,25
E01000860,0.2,0.2,0.1,0.0,0.0,0.1,0.0,0.1,0.3,0.0,10
E01000861,0.0975609756097561,0.06097560975609756,0.07317073170731707,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.036585365853658534,0.32926829268292684,0.036585365853658534,0.3170731707317073,82
E01000862,0.03614457831325301,0.12048192771084337,0.13253012048192772,0.0,0.024096385542168676,0.0,0.07228915662650602,0.46987951807228917,0.08433734939759036,0.060240963855421686,83
E01000863,0.02786377708978328,0.018575851393188854,0.1393188854489164,0.009287925696594427,0.021671826625386997,0.06811145510835913,0.02786377708978328,0.4953560371517028,0.018575851393188854,0.17337461300309598,323
E01000864,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,18
E01000865,0.08,0.08,0.16,0.04,0.0,0.04,0.12,0.24,0.04,0.2,25
E01000866,0.075,0.125,0.1,0.0,0.0,0.05,0.1,0.2,0.15,0.2,40
E01000867,0.0,0.05263157894736842,0.15789473684210525,0.0,0.0,0.05263157894736842,0.0,0.21052631578947367,0.21052631578947367,0.3157894736842105,19
E01000868,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.0,0.0,0.20833333333333334,0.0,0.08333333333333333,0.041666666666666664,0.4166666666666667,24
E01000869,0.05263157894736842,0.10526315789473684,0.2894736842105263,0.0,0.0,0.07894736842105263,0.0,0.07894736842105263,0.15789473684210525,0.23684210526315788,38
E01000870,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.21052631578947367,0.10526315789473684,0.2631578947368421,19
E01000871,0.0,0.0,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.22727272727272727,0.3181818181818182,0.13636363636363635,22
E01000872,0.02631578947368421,0.18421052631578946,0.02631578947368421,0.0,0.0,0.13157894736842105,0.02631578947368421,0.10526315789473684,0.3157894736842105,0.18421052631578946,38
E01000873,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.4,10
E01000874,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.125,0.375,0.0,8
E01000875,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.21428571428571427,14
E01000876,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.26666666666666666,15
E01000877,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.0,0.058823529411764705,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,17
E01000878,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.25,12
E01000879,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.5,0.0,12
E01000880,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.09090909090909091,11
E01000881,0.0,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,22
E01000882,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.3076923076923077,0.23076923076923078,13
E01000883,0.0,0.17142857142857143,0.02857142857142857,0.0,0.02857142857142857,0.0,0.08571428571428572,0.45714285714285713,0.11428571428571428,0.11428571428571428,35
E01000884,0.0,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.5,0.16666666666666666,12
E01000885,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,10
E01000886,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.2857142857142857,21
E01000887,0.17391304347826086,0.0,0.043478260869565216,0.0,0.0,0.13043478260869565,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.34782608695652173,23
E01000888,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,11
E01000889,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.38461538461538464,0.15384615384615385,0.3076923076923077,13
E01000890,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.35294117647058826,17
E01000891,0.037037037037037035,0.14814814814814814,0.07407407407407407,0.0,0.0,0.18518518518518517,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.2962962962962963,27
E01000892,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.21428571428571427,0.21428571428571427,0.07142857142857142,14
E01000893,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.2631578947368421,0.0,0.3157894736842105,0.2631578947368421,19
E01000894,0.3,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.23333333333333334,0.16666666666666666,0.1,30
E01000895,0.022727272727272728,0.045454545454545456,0.0,0.0,0.0,0.022727272727272728,0.0,0.5454545454545454,0.25,0.11363636363636363,44
E01000896,0.045454545454545456,0.18181818181818182,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,0.13636363636363635,0.36363636363636365,0.0,22
E01000897,0.0,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842,0.0,0.15789473684210525,0.2631578947368421,0.3684210526315789,19
E01000898,0.0,0.11290322580645161,0.03225806451612903,0.0,0.0,0.08064516129032258,0.04838709677419355,0.41935483870967744,0.08064516129032258,0.22580645161290322,62
E01000899,0.045454545454545456,0.22727272727272727,0.0,0.0,0.0,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.36363636363636365,0.09090909090909091,22
E01000900,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.0,0.0,0.038461538461538464,0.0,0.11538461538461539,0.07692307692307693,0.46153846153846156,26
E01000901,0.041666666666666664,0.0,0.125,0.0,0.0,0.08333333333333333,0.041666666666666664,0.4583333333333333,0.041666666666666664,0.20833333333333334,24
E01000902,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,0.3333333333333333,18
E01000903,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.23076923076923078,13
E01000904,0.05263157894736842,0.08771929824561403,0.10526315789473684,0.0,0.017543859649122806,0.05263157894736842,0.0,0.2982456140350877,0.03508771929824561,0.3508771929824561,57
E01000905,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.0,0.0,0.038461538461538464,0.0,0.38461538461538464,0.11538461538461539,0.23076923076923078,26
E01000906,0.05,0.15,0.2,0.0,0.0,0.0,0.1,0.2,0.1,0.2,20
E01000907,0.25,0.1875,0.0625,0.0,0.0625,0.0,0.0,0.0,0.25,0.1875,16
E01000908,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.23809523809523808,0.2857142857142857,21
E01000909,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.21052631578947367,0.15789473684210525,19
E01000910,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.125,0.5833333333333334,0.125,24
E01000911,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.4166666666666667,12
E01000912,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.0,0.0,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.46153846153846156,26
E01000913,0.1,0.05,0.03333333333333333,0.016666666666666666,0.0,0.05,0.06666666666666667,0.11666666666666667,0.25,0.31666666666666665,60
E01000914,0.01764705882352941,0.052941176470588235,0.011764705882352941,0.0029411764705882353,0.0,0.029411764705882353,0.052941176470588235,0.6794117647058824,0.05,0.10294117647058823,340
E01000915,0.10204081632653061,0.02040816326530612,0.12244897959183673,0.02040816326530612,0.0,0.061224489795918366,0.02040816326530612,0.3469387755102041,0.061224489795918366,0.24489795918367346,49
E01000916,0.04,0.08,0.02666666666666667,0.0,0.013333333333333334,0.08,0.04,0.52,0.05333333333333334,0.14666666666666667,75
E01000917,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.0,0.0,0.07692307692307693,0.038461538461538464,0.5,0.038461538461538464,0.07692307692307693,26
E01000918,0.016181229773462782,0.05501618122977346,0.019417475728155338,0.003236245954692557,0.003236245954692557,0.025889967637540454,0.03559870550161812,0.5372168284789643,0.20711974110032363,0.0970873786407767,309
E01000919,0.01744186046511628,0.0755813953488372,0.08430232558139535,0.0029069767441860465,0.0029069767441860465,0.029069767441860465,0.07267441860465117,0.561046511627907,0.08139534883720931,0.07267441860465117,344
E01000920,0.0,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.0,0.07692307692307693,0.10256410256410256,0.4358974358974359,0.1282051282051282,0.1282051282051282,39
E01000921,0.015625,0.046875,0.03125,0.0,0.0,0.09375,0.046875,0.65625,0.015625,0.09375,64
E01000922,0.0,0.03571428571428571,0.17857142857142858,0.0,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.42857142857142855,28
E01000923,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.0,0.0,0.09523809523809523,0.0,0.09523809523809523,0.23809523809523808,0.3333333333333333,21
E01000924,0.0625,0.125,0.0625,0.0625,0.0,0.0,0.0625,0.3125,0.1875,0.125,16
E01000925,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.21428571428571427,14
E01000926,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.5789473684210527,19
E01000927,0.05405405405405406,0.10810810810810811,0.08108108108108109,0.02702702702702703,0.0,0.05405405405405406,0.02702702702702703,0.35135135135135137,0.10810810810810811,0.1891891891891892,37
E01000928,0.04918032786885246,0.04918032786885246,0.06557377049180328,0.0,0.0,0.13114754098360656,0.03278688524590164,0.4262295081967213,0.08196721311475409,0.16393442622950818,61
E01000929,0.07142857142857142,0.10714285714285714,0.17857142857142858,0.0,0.0,0.07142857142857142,0.0,0.17857142857142858,0.25,0.14285714285714285,28
E01000930,0.06666666666666667,0.08333333333333333,0.03333333333333333,0.016666666666666666,0.0,0.05,0.05,0.4,0.03333333333333333,0.26666666666666666,60
E01000931,0.1232876712328767,0.0821917808219178,0.1095890410958904,0.0136986301369863,0.0136986301369863,0.0821917808219178,0.0547945205479452,0.2328767123287671,0.0547945205479452,0.2328767123287671,73
E01000932,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.23529411764705882,0.29411764705882354,17
E01000933,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.0,0.0,0.08823529411764706,0.029411764705882353,0.35294117647058826,0.17647058823529413,0.20588235294117646,34
E01000934,0.05,0.0,0.3,0.0,0.0,0.1,0.15,0.15,0.15,0.1,20
E01000935,0.0,0.0,0.5,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,14
E01000936,0.05263157894736842,0.05263157894736842,0.13157894736842105,0.0,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.34210526315789475,0.0,0.2631578947368421,38
E01000937,0.08,0.2,0.08,0.0,0.0,0.08,0.08,0.24,0.24,0.0,25
E01000938,0.033707865168539325,0.033707865168539325,0.056179775280898875,0.011235955056179775,0.02247191011235955,0.0449438202247191,0.07865168539325842,0.5056179775280899,0.02247191011235955,0.19101123595505617,89
E01000939,0.011627906976744186,0.05813953488372093,0.08139534883720931,0.011627906976744186,0.011627906976744186,0.06976744186046512,0.06976744186046512,0.46511627906976744,0.05813953488372093,0.16279069767441862,86
E01000940,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.0,0.4117647058823529,17
E01000941,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.42857142857142855,21
E01000942,0.0,0.1,0.0375,0.0,0.0,0.0625,0.05,0.65,0.0375,0.0625,80
E01000943,0.06896551724137931,0.10344827586206896,0.05172413793103448,0.0,0.0,0.017241379310344827,0.10344827586206896,0.5517241379310345,0.017241379310344827,0.08620689655172414,58
E01000944,0.3,0.1,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,10
E01000945,0.04081632653061224,0.05102040816326531,0.04081632653061224,0.0,0.0,0.04081632653061224,0.11224489795918367,0.4489795918367347,0.05102040816326531,0.21428571428571427,98
E01000946,0.03508771929824561,0.07017543859649122,0.10526315789473684,0.03508771929824561,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.45614035087719296,0.07017543859649122,0.15789473684210525,57
E01000947,0.05405405405405406,0.08108108108108109,0.1554054054054054,0.006756756756756757,0.0,0.07432432432432433,0.0472972972972973,0.34459459459459457,0.02702702702702703,0.20945945945945946,148
E01000948,0.11627906976744186,0.16279069767441862,0.06976744186046512,0.023255813953488372,0.0,0.023255813953488372,0.046511627906976744,0.16279069767441862,0.13953488372093023,0.2558139534883721,43
E01000949,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.3,10
E01000950,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,14
E01000951,0.0625,0.0625,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.5625,16
E01000952,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.4117647058823529,17
E01000953,0.023952095808383235,0.041916167664670656,0.0718562874251497,0.005988023952095809,0.011976047904191617,0.08383233532934131,0.041916167664670656,0.5209580838323353,0.059880239520958084,0.1377245508982036,167
E01000954,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,6
E01000955,0.08333333333333333,0.0,0.08333333333333333,0.041666666666666664,0.0,0.125,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,24
E01000956,0.0425531914893617,0.0425531914893617,0.0851063829787234,0.010638297872340425,0.0,0.031914893617021274,0.05319148936170213,0.5638297872340425,0.0425531914893617,0.1276595744680851,94
E01000957,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.0,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.16666666666666666,0.1111111111111111,18
E01000958,0.0392156862745098,0.0,0.13725490196078433,0.0,0.0196078431372549,0.09803921568627451,0.0196078431372549,0.17647058823529413,0.0392156862745098,0.47058823529411764,51
E01000959,0.0625,0.0,0.25,0.0,0.0,0.1875,0.0625,0.1875,0.0625,0.1875,16
E01000960,0.043478260869565216,0.21739130434782608,0.0,0.0,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.30434782608695654,0.043478260869565216,0.2608695652173913,46
E01000961,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.125,0.08333333333333333,0.5416666666666666,24
E01000962,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.1875,16
E01000963,0.04918032786885246,0.03278688524590164,0.01639344262295082,0.01639344262295082,0.0,0.08196721311475409,0.13114754098360656,0.4918032786885246,0.04918032786885246,0.13114754098360656,61
E01000964,0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.45,20
E01000965,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.07692307692307693,13
E01000966,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,10
E01000967,0.06451612903225806,0.25806451612903225,0.0,0.0,0.0,0.03225806451612903,0.4838709677419355,0.12903225806451613,0.03225806451612903,0.0,31
E01000968,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.06666666666666667,15
E01000969,0.0,0.19148936170212766,0.0851063829787234,0.0,0.0,0.0851063829787234,0.0851063829787234,0.2765957446808511,0.0851063829787234,0.19148936170212766,47
E01000970,0.17391304347826086,0.21739130434782608,0.043478260869565216,0.0,0.0,0.043478260869565216,0.08695652173913043,0.21739130434782608,0.13043478260869565,0.08695652173913043,23
E01000971,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,5
E01000972,0.06666666666666667,0.022222222222222223,0.1111111111111111,0.022222222222222223,0.0,0.022222222222222223,0.06666666666666667,0.4444444444444444,0.2,0.044444444444444446,45
E01000973,0.041666666666666664,0.16666666666666666,0.013888888888888888,0.0,0.0,0.08333333333333333,0.05555555555555555,0.2638888888888889,0.1527777777777778,0.2222222222222222,72
E01000974,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.10714285714285714,0.0,0.17857142857142858,0.25,0.32142857142857145,28
E01000975,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.36363636363636365,11
E01000976,0.09090909090909091,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.36363636363636365,44
E01000977,0.0,0.21428571428571427,0.0,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.21428571428571427,0.35714285714285715,14
E01000978,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.21052631578947367,0.3157894736842105,19
E01000979,0.02857142857142857,0.14285714285714285,0.05714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.2,0.2857142857142857,35
E01000980,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,7
E01000981,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385,0.3076923076923077,0.23076923076923078,13
E01000982,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.5384615384615384,13
E01000983,0.05,0.1,0.2,0.0,0.0,0.05,0.05,0.1,0.3,0.15,20
E01000984,0.3076923076923077,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.23076923076923078,13
E01000985,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.5,0.16666666666666666,12
E01000986,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,0.0,0.2222222222222222,0.2777777777777778,0.2777777777777778,18
E01000987,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.5,0.14285714285714285,14
E01000989,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.25,0.125,0.25,8
E01000990,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.2857142857142857,14
E01000991,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.4,0.2,10
E01000992,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.4642857142857143,28
E01000993,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.25,0.0,12
E01000994,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.25,0.2,0.4,20
E01000995,0.0,0.08333333333333333,0.0,0.041666666666666664,0.0,0.08333333333333333,0.0,0.25,0.16666666666666666,0.375,24
E01000996,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,9
E01000997,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727,11
E01000998,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.0,0.23076923076923078,0.2692307692307692,0.34615384615384615,26
E01000999,0.25,0.0625,0.0,0.0,0.0,0.0,0.125,0.0625,0.375,0.125,16
E01001000,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.21739130434782608,0.17391304347826086,0.5217391304347826,23
E01001001,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.11538461538461539,0.23076923076923078,0.46153846153846156,26
E01001002,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.6,10
E01001003,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.1,0.15,0.65,20
E01001004,0.1111111111111111,0.07407407407407407,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.48148148148148145,27
E01001005,0.0,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.17857142857142858,0.21428571428571427,0.39285714285714285,28
E01001006,0.0,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.0,0.25806451612903225,0.1935483870967742,0.2903225806451613,31
E01001007,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,10
E01001008,0.034482758620689655,0.10344827586206896,0.0,0.0,0.034482758620689655,0.06896551724137931,0.0,0.06896551724137931,0.2413793103448276,0.4482758620689655,29
E01001009,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.5833333333333334,12
E01001010,0.06349206349206349,0.015873015873015872,0.015873015873015872,0.0,0.0,0.015873015873015872,0.07936507936507936,0.2222222222222222,0.4444444444444444,0.14285714285714285,63
E01001011,0.03571428571428571,0.14285714285714285,0.10714285714285714,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.39285714285714285,28
E01001012,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.18181818181818182,0.12121212121212122,0.45454545454545453,33
E01001013,0.061946902654867256,0.061946902654867256,0.11504424778761062,0.017699115044247787,0.008849557522123894,0.08849557522123894,0.017699115044247787,0.26548672566371684,0.017699115044247787,0.34513274336283184,113
E01001014,0.037037037037037035,0.0411522633744856,0.07818930041152264,0.0,0.00823045267489712,0.053497942386831275,0.024691358024691357,0.5432098765432098,0.06172839506172839,0.1522633744855967,243
E01001015,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.36363636363636365,11
E01001016,0.0,0.25,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.25,12
E01001017,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,4
E01001018,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,7
E01001019,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,5
E01001020,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.2,0.4,15
E01001021,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.125,0.1875,0.5,16
E01001022,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,9
E01001023,0.05555555555555555,0.037037037037037035,0.09259259259259259,0.0,0.037037037037037035,0.12962962962962962,0.09259259259259259,0.18518518518518517,0.1111111111111111,0.25925925925925924,54
E01001024,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,7
E01001025,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,11
E01001026,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,0.15789473684210525,0.2631578947368421,19
E01001027,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.36363636363636365,0.2727272727272727,11
E01001028,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,11
E01001029,0.05,0.2,0.1,0.0,0.0,0.05,0.15,0.05,0.2,0.2,20
E01001030,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,8
E01001031,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.6363636363636364,0.09090909090909091,11
